time,spot_ER_Russia
298,48.62733047553501
299,51.60612157968123
300,52.36306216955205
301,46.93433096117407
302,44.90742844726625
303,46.859666483199426
304,52.34589736171555
305,56.37946328464737
306,53.95272032399825
307,57.02160517941119
308,56.327486117907355
309,57.80159834900036
310,57.786062932559155
311,61.88608307775807
312,63.681160549245334
313,63.30646701257681
314,64.62697462654916
315,65.09312596145679
316,71.94588275332768
317,74.22053184967538
318,75.03996238760338
319,75.80619006647714
320,72.1934082579442
321,74.06606904058947
