time,spot_ER_Russia
274,19.567224211419735
275,19.419848557627187
276,19.40956511570971
277,19.408823161719575
278,19.40876941814086
279,19.408765515267927
280,19.40876523180999
281,19.408765211224804
282,19.40876520972987
283,19.4087652096213
284,19.40876520961342
285,19.408765209612845
286,19.408765209612802
287,19.408765209612802
288,19.408765209612802
289,19.408765209612802
290,19.408765209612802
291,19.408765209612802
292,19.408765209612802
293,19.408765209612802
294,19.408765209612802
295,19.408765209612802
296,19.408765209612802
297,19.408765209612802
298,19.408765209612802
299,19.408765209612802
300,19.408765209612802
301,19.408765209612802
302,19.408765209612802
303,19.408765209612802
304,19.408765209612802
305,19.408765209612802
306,19.408765209612802
307,19.408765209612802
308,19.408765209612802
309,19.408765209612802
310,19.408765209612802
311,19.408765209612802
312,19.408765209612802
313,19.408765209612802
314,19.408765209612802
315,19.408765209612802
316,19.408765209612802
317,19.408765209612802
318,19.408765209612802
319,19.408765209612802
320,19.408765209612802
321,19.408765209612802
