time,spot_ER_Russia
274,67.55344425929547
275,79.25484359861312
276,78.49219527226663
277,87.71715971356616
278,78.29406117972873
279,70.31974262045003
280,76.81655947345851
281,76.72548442037602
282,89.51037287252717
283,97.95223145346765
284,111.35447800967582
285,116.86598794115633
286,113.66133328771991
287,119.1383850952427
288,132.02125894402445
289,132.37118656650145
290,122.2320231062306
291,112.57342761336089
292,118.28396869617579
293,114.09982611414375
294,129.89902327262365
295,144.5923049489194
296,146.34007658113967
297,147.66845375599453
298,139.98960303883183
299,148.08512604083015
300,155.49783936205222
301,163.9453893883448
302,142.3627638993293
303,131.3629778280903
304,125.31042054893403
305,128.4773543964862
306,144.48666737039238
307,146.35293201417093
308,148.87439929986377
309,131.28124561082237
310,128.07263282077395
311,130.07522649125724
312,131.9790213748814
313,130.22818646232668
314,126.60555962189605
315,119.99643414512116
316,131.83325447567682
317,127.84185908161774
318,133.37813147206384
319,131.34005173717193
320,124.32190209000679
321,123.41378101729309
