time,spot_ER_Russia
274,67.65646818570026
275,68.49154821512057
276,70.62309796797278
277,71.78535373266041
278,72.9716733307834
279,74.2830565557689
280,76.37049668261925
281,79.37620897765765
282,80.50602924960063
283,81.7504787987209
284,84.51478481387929
285,86.65486109529438
286,89.15836578340564
287,89.62435085652427
288,91.90302528408695
289,90.88202892737235
290,92.00744096293874
291,92.86899645439777
292,94.8676020333841
293,96.66971456992539
294,98.68913126257739
295,101.34507650623738
296,103.22884404578832
297,104.12018423824266
298,103.70174623081377
299,106.11749648147526
300,109.20398263255574
301,111.13379771664583
302,111.76955399038057
303,112.23164354125132
304,113.70357445947032
305,114.78452957674098
306,116.40246818866503
307,117.42491933938118
308,118.7276421430211
309,120.0226242258297
310,121.00446330053143
311,121.13074722505402
312,121.65205687422086
313,120.87788597887817
314,120.6356601379524
315,122.32823336591605
316,123.96521264507118
317,124.36177884827376
318,124.02777895331181
319,123.48534865705597
320,124.05161615485896
321,124.88135778584574
