time,spot_ER_Brazil
298,4.278572620373132
299,4.073729944902397
300,4.254227268026525
301,4.380257453112056
302,4.4258983531196625
303,4.546314765589289
304,4.732345015103148
305,4.728989175420353
306,4.8065642827538095
307,4.845473149458783
308,4.919703962957
309,4.991799744070094
310,5.1220173041625685
311,5.147129317629654
312,5.066194195294347
313,4.798975802079718
314,4.666209501677492
315,4.728463469359815
316,4.756042108884216
317,4.68394774620166
318,4.748907852966508
319,4.9129784052219465
320,4.993211711953319
321,5.240786536377951
