time,spot_ER_Brazil
298,4.727693776957431
299,4.5982794895574495
300,3.779649687665418
301,4.983736108665305
302,3.9958471224410186
303,5.4693933406506785
304,4.537123092722953
305,3.5617393336334353
306,5.669143172135082
307,4.119794209513733
308,3.458229136205782
309,4.940216961049951
310,5.146932775087714
311,5.837667421546416
312,5.452557206332138
313,5.448968863262691
314,5.331755549410167
315,5.721358817367885
316,5.840951808893455
317,6.591666721309963
318,7.044587993512312
319,7.3608444014106285
320,7.426954767815866
321,7.01733750765632
