time,spot_ER_Brazil
274,4.913828587629135
275,5.941845119832085
276,5.965892200166575
277,5.585445333723608
278,5.356704324640014
279,6.489055013256391
280,6.202840174742107
281,5.631245951326815
282,7.162177659061984
283,7.012538396525283
284,5.96771867140755
285,7.147310472431753
286,5.9117474079239125
287,7.184075043432609
288,6.955467284381365
289,6.205531615722909
290,6.652262953850583
291,7.087782354034321
292,5.722784913034731
293,6.7162380309335035
294,7.273679197498389
295,5.88749258648779
296,6.939540775310051
297,7.676151299307894
298,7.27234306811751
299,6.623353020547659
300,6.314158193643216
301,7.042543852612583
302,7.123387354002097
303,6.297431660808897
304,6.9278315463709434
305,7.179477224365869
306,7.83763475058417
307,6.873418630115437
308,7.637144790165933
309,6.995702069235417
310,6.597503230532267
311,6.898145639026372
312,6.658829639092742
313,6.554445813960398
314,7.151519956998891
315,7.957758155741331
316,8.32391356808986
317,7.606418115485334
318,8.25443218565456
319,8.068859072297755
320,7.1539782950816395
321,7.877690749215569
