time,spot_ER_Brazil
298,4.98443744846469
299,4.786288938451697
300,4.650013356597009
301,4.55174116465749
302,4.477680436464596
303,4.42024500347631
304,4.374854949032926
305,4.3384446063092055
306,4.308898115604779
307,4.284699240497827
308,4.2647357201617275
309,4.248169462756488
310,4.234356647363262
311,4.2227944656812
312,4.213084882296864
313,4.204909153334306
314,4.198009552582481
315,4.192175978218406
316,4.187235961409036
317,4.183047089782135
318,4.179491179648533
319,4.176469735503224
320,4.1739003720046775
321,4.171713965706373
