time,spot_ER_Brazil
298,2.9086090475666855
299,2.779776328878623
300,2.90290833303445
301,2.8403722330363035
302,2.979195917996478
303,3.090369035760225
304,3.3738652916873466
305,3.2533497121903063
306,3.394172529309918
307,3.3941876905945074
308,3.6168331033680983
309,3.901533381370234
310,3.646224687232901
311,4.112544625788047
312,4.057297826668155
313,4.10035262831212
314,4.107751397790568
315,4.344020000943775
316,4.3583907915090085
317,4.328066173331962
318,4.847260967991475
319,4.678030305165714
320,4.245339146822367
321,5.00785408478116
