time,spot_ER_Brazil
274,5.73881595146235
275,5.797530882376509
276,5.831910197391694
277,6.213770637115835
278,6.2912621744272395
279,6.155824597989324
280,6.653130004309472
281,6.523508776755132
282,6.810125043083295
283,7.066172838913927
284,7.029927177460197
285,6.957581424078915
286,7.211494121004717
287,7.055445962722125
288,6.9662480678894765
289,6.533814020420176
290,6.632544068135973
291,6.765826837412832
292,6.793697647990142
293,7.046903647845749
294,6.66145258459766
295,6.491503031986072
296,6.656232726682586
297,6.826715918990309
298,6.562625621948577
299,6.422239453801634
300,6.468842573399935
301,6.4215670061797985
302,6.555281954385797
303,6.364878116271708
304,6.464343954238385
305,6.434425774830783
306,6.307310706001189
307,6.492621029020786
308,6.327874001194316
309,6.326583120634035
310,6.394892757939522
311,6.489761855761867
312,6.544016367137683
313,6.525197832447447
314,6.211655820302975
315,6.008338185090558
316,5.734371078348936
317,5.926990137790786
318,5.603604308106397
319,5.606507185725282
320,5.811148322350644
321,5.693356190001647
