time,spot_ER_China
274,12.2635929679838
275,13.852557027776431
276,12.854360785610641
277,10.448377220576873
278,12.364020875240335
279,12.198803123773626
280,11.938101851681333
281,12.014871024890926
282,13.391927366591114
283,11.497973724344405
284,13.065076364426226
285,11.406471102203838
286,12.865094323525557
287,12.471066779651075
288,11.781076086992366
289,13.221775656810228
290,11.842485361078724
291,14.103024000833532
292,13.575121555811833
293,12.755935650860355
294,12.3318772984431
295,13.871511687680835
296,13.299282814028443
297,12.489298066432863
298,11.49172650712877
299,14.716068345136376
300,13.488755825912644
301,12.868610158788922
302,11.069389226954467
303,10.49542832257432
304,13.2015769504956
305,11.957787656659884
306,11.489053457825571
307,13.931020560228289
308,11.275690537646145
309,12.261447547922186
310,13.895794529547484
311,13.879439289990033
312,14.508300742832926
313,15.471712117190833
314,16.89423451627109
315,11.872343363910552
316,11.35075816205771
317,11.722909049332038
318,14.914645496461317
319,13.448125427499905
320,16.093572069389523
321,12.622933551003264
