time,spot_ER_China
274,11.374155689412945
275,11.312883646809624
276,11.111545208975254
277,11.223788680242007
278,11.200767437861886
279,11.13372057558834
280,11.169629216865262
281,11.08156633224521
282,11.152438595718046
283,11.21173145638021
284,10.964701911511225
285,11.226009725523035
286,11.052698075405235
287,11.238809501775169
288,11.124576672082355
289,11.225381271279632
290,11.08051856854624
291,11.308763150815551
292,11.401319847122256
293,11.41716253765327
294,11.218636654858733
295,11.436541689393946
296,11.440047016398951
297,11.305390233489089
298,11.389266976239709
299,11.500605802967458
300,11.290678863861169
301,11.32992186107963
302,11.40923244084083
303,11.246770645426498
304,11.52270365826201
305,11.404586705546295
306,11.467185346865477
307,11.46048509817972
308,11.543056328411291
309,11.370403378331947
310,11.388516795388366
311,11.816629575719325
312,11.683606023804646
313,11.726784461673779
314,11.891701512929838
315,11.797204543917982
316,11.837641769438683
317,11.989249396451607
318,11.823464490684774
319,11.853716368277476
320,11.77231183339485
321,11.751991751695883
