time,spot_ER_China
298,7.872382352122649
299,7.89774371365397
300,7.910652604256679
301,7.949971811968516
302,7.929787230371788
303,7.893991556477406
304,7.949496055373887
305,8.019891489882347
306,8.150284425139857
307,8.21560080831619
308,8.425243839681654
309,8.584685037074577
310,8.695590937913174
311,8.781061092896834
312,8.839588840535397
313,8.82158653480038
314,8.727365790532483
315,8.690859562068848
316,8.725457104160501
317,8.748973784990358
318,8.82172777185604
319,8.965916075226595
320,8.942813235503337
321,8.920572709627624
