time,spot_ER_China
274,15.264701208108754
275,15.2894523307278
276,15.354253143067929
277,15.210725815581105
278,15.201985426711436
279,15.002765736693457
280,15.35148597312806
281,15.207201573124783
282,15.018153003148699
283,15.240896972602851
284,15.324900124261887
285,15.150433489886193
286,15.075002969181213
287,15.099006186009008
288,15.020117297749161
289,14.733639176025584
290,15.248400463056145
291,14.864468336933914
292,15.025127200092541
293,15.042277124834035
294,14.989152942569993
295,14.928921710297267
296,15.070331288555922
297,14.712322378776715
298,15.197458501187796
299,15.104546041552094
300,14.96254295991772
301,14.979789851741328
302,14.997676128151378
303,14.632434704294505
304,15.000983919990977
305,14.779677576723298
306,14.684273471338901
307,14.539761501302438
308,14.656883308292054
309,14.572355934945366
310,14.617380862216319
311,14.463806544667257
312,14.45449209873679
313,14.390996815678294
314,14.339011461166548
315,14.471110149406018
316,14.465158324786573
317,14.300864447730543
318,14.436483185099558
319,14.414011632732603
320,14.458075647160424
321,14.271600843847075
