time,spot_ER_India
274,91.95148646996164
275,90.28138128251247
276,91.44437508709099
277,91.3370655215482
278,92.71252606769073
279,93.61293607856476
280,91.98311696052996
281,94.71892368815045
282,93.10035274128302
283,92.52049572853271
284,95.16982796840264
285,95.26776249997518
286,94.44350712324004
287,93.73452693616011
288,92.39516732261714
289,95.25826693256602
290,94.19555832151796
291,93.76171337825552
292,97.35307802153562
293,98.62429385958956
294,98.94485379302927
295,98.58015705079063
296,96.72007518197039
297,96.59799163846219
298,97.26172096147309
299,96.8423402830144
300,96.42432941996636
301,94.9166563287406
302,95.96313854154621
303,96.61377063913825
304,99.04492000923601
305,101.89264075074418
306,99.47520377550318
307,102.08437451519752
308,102.02544130139421
309,102.83464609465847
310,101.05831149756632
311,100.64790529122082
312,101.35980285968762
313,103.60820762937114
314,102.43559679766177
315,102.80082573007664
316,100.29131099588515
317,100.90584560054442
318,100.75014630769711
319,102.58016648144259
320,101.47635588861296
321,101.17171530377439
