time,spot_ER_India
298,93.13536521827179
299,86.71429179022026
300,91.24861924723747
301,89.18481467714916
302,87.61436205279817
303,89.47538247102979
304,88.60242433652078
305,87.98793053572733
306,91.12680969973789
307,90.52358889306866
308,88.93221096485011
309,92.48299607073905
310,94.1473121033153
311,96.34620425585183
312,96.04128775643187
313,95.30914242374448
314,94.32849455157617
315,96.54351942804877
316,96.97836373954266
317,96.58468667186848
318,102.24228664915015
319,101.79691461664953
320,100.65828272201722
321,98.96306744995329
