time,spot_ER_India
298,78.6998771298277
299,75.01674288504886
300,75.25442139289702
301,75.48615852718677
302,76.39032484475587
303,82.39572695180486
304,84.70733907671512
305,87.61904894648417
306,88.75654870345332
307,86.56202955090058
308,85.8888698724105
309,86.67374414607379
310,86.72741137537895
311,88.02280085129686
312,87.76453727415392
313,85.87189287580004
314,82.806392977188
315,80.50747351182973
316,82.07242012182832
317,84.58930663097351
318,87.46287008099972
319,91.14199518174273
320,91.43373307613278
321,90.446569504715
