time,spot_ER_India
298,61.76998034512947
299,61.75208529082637
300,62.695212026554444
301,61.84299032090813
302,62.550243332342575
303,62.34034294662112
304,62.28856593290553
305,63.29718706411456
306,63.45799759783289
307,63.45670239026832
308,63.32368975202131
309,64.09688636606656
310,63.81281963411864
311,64.14678248851848
312,64.7117953608914
313,65.04116395622701
314,64.69803105004559
315,65.15969905228178
316,65.16448729278439
317,65.31333788936058
318,65.60327528536418
319,65.71112836275961
320,64.87347342368338
321,66.4900124120423
