time,spot_ER_India
298,75.1021459931559
299,71.48507486223592
300,72.09999052598835
301,73.84259688060196
302,74.43313184317662
303,77.6295422551107
304,80.07340876790948
305,81.69308289865114
306,82.48575272405692
307,83.00919532659604
308,83.48969524516819
309,84.47913245291929
310,83.98461707050386
311,83.6056179378072
312,82.33929426005074
313,81.17568389747468
314,80.53325980105255
315,80.20347346388358
316,81.81577369480073
317,83.81278542664192
318,86.05905297241586
319,89.10425245495733
320,89.48024265140954
321,89.30448769713979
