time,spot_ER_India
274,20.821570656760414
275,20.77688892594156
276,20.776323507550373
277,20.776316188774437
278,20.776316095714478
279,20.7763160945283
280,20.77631609451319
281,20.776316094513
282,20.776316094512996
283,20.776316094512996
284,20.776316094512996
285,20.776316094512996
286,20.776316094512996
287,20.776316094512996
288,20.776316094512996
289,20.776316094512996
290,20.776316094512996
291,20.776316094512996
292,20.776316094512996
293,20.776316094512996
294,20.776316094512996
295,20.776316094512996
296,20.776316094512996
297,20.776316094512996
298,20.776316094512996
299,20.776316094512996
300,20.776316094512996
301,20.776316094512996
302,20.776316094512996
303,20.776316094512996
304,20.776316094512996
305,20.776316094512996
306,20.776316094512996
307,20.776316094512996
308,20.776316094512996
309,20.776316094512996
310,20.776316094512996
311,20.776316094512996
312,20.776316094512996
313,20.776316094512996
314,20.776316094512996
315,20.776316094512996
316,20.776316094512996
317,20.776316094512996
318,20.776316094512996
319,20.776316094512996
320,20.776316094512996
321,20.776316094512996
