Date,Naive,AR(2),"ARIMAx(2,1,2)","ARNNx(2,4)","ARFIMAx(0,0.4893,5)",ETS,SETAR,TBATS,GARCH,BSTSx,DeepAR,NBEATSx,NHiTSx,DLinearx,NLinearx,TSMixerx,"NARFIMA(1,1,5,T)"
11/1/2021,70.52,69.72636338,70.83450333,68.20153625,68.50476882,70.52022427,70.67190082,69.98525163,71.83469314,70.68756743,22.08024439,71.85234911,69.88503682,65.62888361,75.43925155,48.62733048,70.17603839
12/1/2021,70.52,69.09131864,71.1332198,66.43491933,66.71261235,70.52022427,71.23648817,69.84377081,71.81420629,70.93895998,21.96585752,74.23261411,71.80016858,71.48751405,76.80913137,51.60612158,69.62144003
1/1/2022,70.52,68.48316977,72.7509498,65.72139313,65.47311937,70.52022427,71.60630034,69.73071315,71.79373015,71.79553842,21.96165613,73.075423,74.90778735,81.24442483,82.07864194,52.36306217,69.60459457
2/1/2022,70.52,67.88827147,73.91434715,65.83744659,64.75167745,70.52022427,71.28740077,69.64034814,71.7732647,71.2218361,21.96149293,81.6477023,69.85666273,88.08733492,85.05909462,46.93433096,70.70802456
3/1/2022,70.52,67.30502824,73.52121218,65.38291307,64.3266171,70.52022427,70.98246531,69.56810792,71.75280995,71.47970003,21.96148657,70.10211291,73.26760297,85.96817173,85.92786598,44.90742845,66.99757387
4/1/2022,70.52,66.73307804,72.61240088,65.79989451,63.90756016,70.52022427,70.88867561,69.5103488,71.73236589,70.76715956,21.96148632,78.03591915,73.50251127,89.62756784,90.30118914,46.85966648,67.47705877
5/1/2022,70.52,66.17218859,72.28867325,66.40428555,63.44373236,70.52022427,70.95730848,69.46416258,71.71193251,70.95863696,21.96148631,72.62642613,70.64519295,90.07013183,93.10836148,52.34589736,65.57944117
6/1/2022,70.52,65.62214458,72.97111655,67.03583204,62.99265227,70.52022427,70.96514465,69.42722704,71.69150981,70.88861108,21.96148631,73.73370723,69.69398571,93.79492154,97.49960292,56.37946328,64.66247397
7/1/2022,70.52,65.08273617,74.09455371,67.34345966,62.56251094,70.52022427,70.8937861,69.39768717,71.67109779,71.39884229,21.96148631,74.17043798,73.51162088,99.91046685,99.51890676,53.95272032,63.81665248
8/1/2022,70.52,64.55375769,75.69818374,69.31991043,62.1542986,70.52022427,70.80732392,69.3740607,71.65069643,72.31334309,21.96148631,71.77327767,77.70848676,101.7355886,101.4279009,57.02160518,66.67602607
9/1/2022,70.52,64.03500747,75.07645769,70.46208651,61.76709215,70.52022427,70.76126753,69.35516299,71.63030573,72.4242216,21.96148631,85.02067844,81.12350803,101.1278627,101.9438859,56.32748612,69.94410726
10/1/2022,70.52,63.52628773,74.45520018,70.79937231,61.3994326,70.52022427,70.74007076,69.340047,71.6099257,72.26428729,21.96148631,89.48202761,90.46122437,104.3423514,107.5708237,57.80159835,71.99953552
11/1/2022,70.52,63.02740454,74.96537532,71.72772393,61.04977421,70.52022427,70.71580551,69.32795559,71.58955631,72.84375795,21.96148631,94.55179656,89.39853219,105.2393208,107.3545532,57.78606293,75.52625651
12/1/2022,70.52,62.53816768,75.37474698,70.10146539,60.71664178,70.52022427,70.67996214,69.31828333,71.56919757,73.30405723,21.96148631,98.01243034,87.85554867,111.6078095,109.4395357,61.88608308,71.01407273
1/1/2023,70.52,62.05839064,75.81427484,68.66608179,60.39868205,70.52022427,70.64341229,69.31054607,71.54884948,74.22198853,21.96148631,89.31100764,84.84301812,110.0882865,107.4707333,63.68116055,69.2156577
2/1/2023,70.52,61.58789051,76.23607797,68.16513744,60.09467428,70.52022427,70.61397066,69.3043566,71.52851202,73.56968609,21.96148631,92.42018333,81.59859692,104.5957065,105.6290432,63.30646701,68.73707575
3/1/2023,70.52,61.1264879,76.68084859,66.34337221,59.80352464,70.52022427,70.59037465,69.29940524,71.5081852,73.75221292,21.96148631,89.94026587,81.84470964,101.4849453,106.0610029,64.62697463,76.68161875
4/1/2023,70.52,60.67400692,75.72097206,65.64330173,59.52425505,70.52022427,70.56792338,69.29544428,71.487869,73.29174816,21.96148631,91.96415508,89.01568808,96.11743367,107.1841587,65.09312596,78.43745566
5/1/2023,70.52,60.23027505,76.28078934,66.16511102,59.25599043,70.52022427,70.54511147,69.29227558,71.46756342,73.44573968,21.96148631,96.04686677,86.95933112,97.97357846,109.5733487,71.94588275,81.01388421
6/1/2023,70.52,59.79512312,78.44139459,67.99968798,58.99794653,70.52022427,70.52326515,69.28974068,71.44726846,73.32964813,21.96148631,103.9494919,92.8815435,108.479055,113.8919275,74.22053185,85.98247621
7/1/2023,70.52,59.36838523,79.59817067,70.11677032,58.74941877,70.52022427,70.50362114,69.28771278,71.42698411,73.73243561,21.96148631,108.0733697,99.26942261,114.5043087,118.5321282,75.03996239,91.89594528
8/1/2023,70.52,58.94989869,78.90539973,71.71346907,58.50977236,70.52022427,70.4859709,69.28609047,71.40671037,74.67114249,21.96148631,112.9661727,98.4135985,114.7667114,121.2150487,75.80619007,96.60251092
9/1/2023,70.52,58.53950395,78.17660545,72.03636373,58.27843373,70.52022427,70.46954586,69.28479263,71.38644723,74.85465509,21.96148631,120.0708127,98.60307987,116.9090966,124.8843926,72.19340826,96.55005665
10/1/2023,70.52,58.13704455,77.23783463,70.91281091,58.05488307,70.52022427,70.45399288,69.28375437,71.36619469,74.64070861,21.96148631,113.4605694,107.3737383,119.6886457,127.9023239,74.06606904,94.1015421
