Date,spot_ER_Brazil,SR_interest_rate_brazil,SR_interest_rate_USA,SR_Interest_rate_diff_B_U,CPI_Inflation_Brazil,CPI_inflation_USA,CPI_inflation_diff_B_U,Oil_price_growth_rate_WTI,global_EPU_PPP,log_GEPU,gprc_brazil,US_EMV,US_MPU
2016-05-01,3.54,14.25,0.37,13.88,9.32,1.02,8.3,-21.13,130.767979,2.116501412,0.05,14.4653,67
2016-06-01,3.42,14.25,0.38,13.87,8.84,1,7.85,-18.45,235.7020671,2.372363391,0.01,20.1383,358
2016-07-01,3.28,14.25,0.39,13.86,8.74,0.83,7.91,-12.31,227.7653345,2.357487626,0.04,16.5716,273
2016-08-01,3.21,14.25,0.4,13.85,8.97,1.06,7.91,4.29,146.6174825,2.166185758,0.02,14.3333,132
2016-09-01,3.25,14.25,0.4,13.85,8.48,1.46,7.01,-0.68,154.2177417,2.188134339,0.02,13.7636,109
2016-10-01,3.19,14.15,0.4,13.75,7.87,1.64,6.24,7.65,131.3558741,2.118449499,0.03,13.2824,124
2016-11-01,3.34,14,0.41,13.59,6.99,1.69,5.29,6.78,241.8370355,2.383522811,0.03,18.3643,291
2016-12-01,3.35,13.75,0.54,13.21,6.29,2.07,4.21,39.19,231.6317426,2.364798074,0.05,12.2703,157
2017-01-01,3.19,13.27,0.65,12.62,5.35,2.5,2.85,65.37,275.2966382,2.439800908,0.07,17.7354,230
2017-02-01,3.11,12.84,0.66,12.18,4.76,2.74,2.02,75.95,208.1134777,2.318300207,0.02,15.6953,132
2017-03-01,3.13,12.25,0.79,11.46,4.57,2.38,2.19,30.24,245.8522701,2.390674223,0.01,14.3472,120
2017-04-01,3.14,11.65,0.9,10.75,4.08,2.2,1.88,24.72,181.6763403,2.259298373,0.05,17.0387,131
2017-05-01,3.2,11.25,0.91,10.34,3.6,1.87,1.72,3.67,167.4566589,2.223902422,0.03,11.7987,109
2017-06-01,3.3,10.25,1.04,9.21,3,1.63,1.37,-7.39,170.7842793,2.232447891,0.03,12.227,131
2017-07-01,3.2,10.09,1.15,8.94,2.71,1.73,0.98,3.75,150.2233844,2.176737542,0.02,14.3519,156
2017-08-01,3.15,9.25,1.16,8.09,2.46,1.94,0.52,7.37,141.2449588,2.149972956,0.06,16.1578,132
2017-09-01,3.13,8.48,1.15,7.33,2.54,2.23,0.3,10.03,160.9219118,2.206615183,0.08,9.5696,112
2017-10-01,3.19,8.1,1.15,6.95,2.7,2.04,0.66,3.54,155.9939445,2.19310774,0.03,12.166,79
2017-11-01,3.26,7.5,1.16,6.34,2.8,2.2,0.6,24.78,160.7328947,2.206104766,0.03,15.3632,84
2017-12-01,3.3,7.1,1.3,5.8,2.95,2.11,0.84,11.27,155.0406878,2.190445686,0.04,18.2733,94
2018-01-01,3.21,7,1.41,5.59,2.86,2.07,0.78,20.97,146.5591708,2.166012999,0.05,17.5373,76
2018-02-01,3.25,6.81,1.42,5.39,2.84,2.21,0.63,16.42,127.2438097,2.104636663,0.04,26.6285,128
2018-03-01,3.28,6.67,1.51,5.16,2.68,2.36,0.32,27.28,162.9967919,2.212179057,0.11,17.5987,119
2018-04-01,3.41,6.5,1.69,4.81,2.76,2.46,0.3,29.58,162.1301035,2.20986366,0.04,17.0577,104
2018-05-01,3.63,6.5,1.7,4.8,2.86,2.8,0.05,43.94,175.5151706,2.244314661,0.05,15.9464,153
2018-06-01,3.77,6.5,1.82,4.68,4.39,2.87,1.52,50.22,177.614199,2.249477682,0.11,12.3486,101
2018-07-01,3.82,6.5,1.91,4.59,4.48,2.95,1.54,52.58,228.8090074,2.359473117,0.06,12.5767,128
2018-08-01,3.93,6.5,1.91,4.59,4.19,2.7,1.49,41.37,188.5624947,2.275455315,0.08,14.9845,126
2018-09-01,4.11,6.5,1.95,4.55,4.53,2.28,2.25,41.13,205.7356888,2.313309635,0.04,18.3354,102
2018-10-01,3.76,6.5,2.19,4.31,4.56,2.52,2.03,37.19,231.8878457,2.365277986,0.06,24.367,122
2018-11-01,3.79,6.5,2.2,4.3,4.05,2.18,1.87,-0.97,260.5295862,2.41585705,0.04,22.6609,135
2018-12-01,3.88,6.5,2.27,4.23,3.75,1.91,1.84,-15.54,274.7409246,2.438923355,0.01,39.393,317
2019-01-01,3.74,6.5,2.4,4.1,3.78,1.55,2.23,-19.43,263.5928862,2.420933685,0.18,38.0064,281
2019-02-01,3.72,6.5,2.4,4.1,3.89,1.52,2.37,-11.62,213.6552516,2.329713572,0.21,16.6788,245
2019-03-01,3.84,6.5,2.41,4.09,4.58,1.86,2.71,-7.42,260.0414877,2.415042642,0.11,20.771,159
2019-04-01,3.9,6.5,2.42,4.08,4.94,2,2.94,-3.68,202.2907105,2.30597594,0.03,18.8068,87
2019-05-01,3.99,6.5,2.39,4.11,4.66,1.79,2.87,-13.1,255.7373766,2.407794206,0.11,19.5266,109
2019-06-01,3.86,6.5,2.38,4.12,3.37,1.65,1.72,-19.46,337.7595049,2.528607579,0.03,19.7902,394
2019-07-01,3.78,6.5,2.4,4.1,3.22,1.81,1.41,-19.27,271.1155934,2.433154497,0.03,21.4498,327
2019-08-01,4.02,6,2.13,3.87,3.43,1.75,1.68,-19.28,321.003228,2.5065094,0.13,30.882,407
2019-09-01,4.12,5.8,2.04,3.76,2.89,1.71,1.18,-18.99,290.4138135,2.46301727,0.04,16.2433,292
2019-10-01,4.08,5.48,1.83,3.65,2.54,1.76,0.77,-23.73,273.5288477,2.437003136,0.13,13.9248,373
2019-11-01,4.16,5,1.55,3.45,3.27,2.05,1.22,0.87,267.3888212,2.427143247,0.09,18.7523,263
2019-12-01,4.1,4.68,1.55,3.13,4.31,2.29,2.02,22.38,281.975717,2.45021171,0.1,21.4083,257
2020-01-01,4.15,4.5,1.55,2.95,4.19,2.49,1.71,12.67,239.0978393,2.378575651,0.05,15.6904,200
2020-02-01,4.35,4.29,1.58,2.71,4.01,2.33,1.67,-7.98,235.7579507,2.372466348,0.03,24.4435,262
2020-03-01,4.89,4.04,0.65,3.39,3.3,1.54,1.76,-49.6,354.9687828,2.550190161,0.07,63.3638,196
2020-04-01,5.32,3.75,0.05,3.7,2.4,0.33,2.07,-73.42,367.4690827,2.565220805,0.09,38.3177,105
2020-05-01,5.64,3.15,0.05,3.1,1.88,0.12,1.76,-52.62,437.077013,2.640557966,0.04,35.7407,117
2020-06-01,5.19,2.68,0.08,2.6,2.13,0.65,1.49,-29.91,342.273816,2.534373677,0.08,37.0494,135
2020-07-01,5.27,2.25,0.09,2.16,2.31,0.99,1.32,-29.04,350.2695358,2.544402367,0.02,28.3102,157
2020-08-01,5.47,2.04,0.1,1.94,2.44,1.31,1.13,-22.72,313.3881355,2.496082551,0.05,29.6715,140
2020-09-01,5.4,2,0.09,1.91,3.14,1.37,1.76,-30.36,299.0161477,2.475694642,0.01,20.93,175
2020-10-01,5.63,2,0.09,1.91,3.92,1.18,2.74,-26.97,310.6634027,2.492290095,0.03,30.4348,101
2020-11-01,5.45,2,0.09,1.91,4.31,1.17,3.14,-26.97,378.9129644,2.578539465,0.04,20.4961,139
2020-12-01,5.14,2,0.09,1.91,4.52,1.36,3.16,-21.38,301.487944,2.47926995,0.03,22.3878,55
2021-01-01,5.37,2,0.09,1.91,4.56,1.4,3.16,-10.17,288.176145,2.459658027,0.1,26.7587,129
2021-02-01,5.41,2,0.08,1.92,5.2,1.68,3.52,17.05,220.6403017,2.343684843,0.03,24.2737,100
2021-03-01,5.64,2.34,0.07,2.27,6.1,2.62,3.48,112.08,220.967398,2.344328202,0.04,29.4803,152
2021-04-01,5.57,2.75,0.07,2.68,6.76,4.16,2.6,261.81,207.9251769,2.31790708,0.06,24.6759,44
2021-05-01,5.29,3.38,0.06,3.32,8.06,4.99,3.06,126.4,195.9786898,2.29220885,0.04,19.7853,133
2021-06-01,5.03,3.85,0.08,3.77,8.35,5.39,2.96,86.29,187.2300559,2.272375567,0.04,21.9521,152
2021-07-01,5.16,4.25,0.1,4.15,8.99,5.37,3.63,78.29,206.0206702,2.313910796,0.01,16.6235,123
2021-08-01,5.25,5.12,0.09,5.03,9.68,5.25,4.43,60.19,222.9020882,2.348114137,0.02,19.6411,189
2021-09-01,5.28,5.52,0.08,5.44,10.25,5.39,4.86,80.65,208.5164434,2.319140309,0.09,23.4802,217
2021-10-01,5.54,6.44,0.08,6.36,10.67,6.22,4.45,106.48,200.5841755,2.302296668,0.01,19.684,80
2021-11-01,5.57,7.75,0.08,7.67,10.74,6.81,3.93,91.1,228.8485161,2.359548101,0.01,14.1354,244
2021-12-01,5.65,8.86,0.08,8.78,10.06,7.04,3.02,52.54,270.5372433,2.43222706,0.01,16.6986,230
2022-01-01,5.53,9.25,0.08,9.17,10.38,7.48,2.9,60.61,240.4911636,2.381099124,0.12,20.4975,226
2022-02-01,5.2,10.64,0.08,10.56,10.54,7.87,2.67,54.65,202.0731083,2.305508522,0.19,23.026,292
2022-03-01,4.98,11.23,0.2,11.03,11.3,8.54,2.76,74.32,338.1271481,2.529080042,0.13,23.0496,366
2022-04-01,4.75,11.75,0.33,11.42,12.13,8.26,3.87,66.05,322.6469889,2.508727616,0.09,20.3104,345
2022-05-01,4.96,12.62,0.77,11.85,11.73,8.58,3.15,68.37,302.7206965,2.481042114,0.05,27.8624,266
2022-06-01,5.05,13,1.21,11.79,11.89,9.06,2.83,60.66,291.8114278,2.465102296,0.08,17.1011,189
2022-07-01,5.37,13.25,1.68,11.57,10.07,8.52,1.54,40.4,327.8624526,2.515691683,0.09,24.5355,284
2022-08-01,5.14,13.7,2.33,11.37,8.73,8.26,0.46,38.04,262.5618508,2.419231625,0.05,14.1412,183
2022-09-01,5.24,13.75,2.56,11.19,7.17,8.2,-1.03,17.98,288.3626529,2.459939012,0.05,16.8615,272
2022-10-01,5.25,13.75,3.08,10.67,6.47,7.75,-1.28,7.28,306.8153822,2.486877129,0.06,20.8659,231
2022-11-01,5.27,13.75,3.78,9.97,5.9,7.11,-1.21,6.3,345.5116339,2.538462675,0.13,17.7075,258
2022-12-01,5.25,13.75,4.1,9.65,5.79,6.45,-0.67,6.66,278.5009911,2.444826745,0.05,21.6797,206
2023-01-01,5.19,13.75,4.33,9.42,5.77,6.41,-0.64,-6.04,262.3054474,2.41880731,0.13,20.0902,210
2023-02-01,5.18,13.75,4.57,9.18,5.6,6.04,-0.44,-15.92,260.5332559,2.415863167,0.06,18.8264,203
2023-03-01,5.21,13.75,4.65,9.1,4.65,4.98,-0.33,-32.34,328.400322,2.516403574,0.04,31.1924,222
2023-04-01,5.02,13.75,4.83,8.92,4.18,4.93,-0.75,-22.41,249.8484884,2.397676726,0.18,21.0433,237
2023-05-01,4.98,13.75,5.06,8.69,3.94,4.05,-0.11,-34.67,230.8932127,2.363411167,0.21,23.969,292
2023-06-01,4.85,13.75,5.08,8.67,3.16,2.97,0.19,-38.69,243.7840469,2.387005282,0.07,18.8323,245
2023-07-01,4.8,13.75,5.12,8.63,3.99,3.18,0.81,-25.66,241.7936867,2.383444957,0.11,18.106,111
2023-08-01,4.9,13.28,5.33,7.95,4.61,3.67,0.94,-13.15,229.0100938,2.359854625,0.12,17.2802,194
2023-09-01,4.94,13.08,5.33,7.75,5.19,3.7,1.49,5.74,262.2007829,2.418633984,0.11,19.573,178
2023-10-01,5.06,12.75,5.33,7.42,4.82,3.24,1.58,-2.08,240.3910831,2.380918354,0.09,16.6097,206
