"Date","ARIMAx","BSTSx","NARFIMAx","Interval_L","Interval_U","Observed"
2021-11-01,75.14625408,75.35861396,70.78957551,66.2266570811077,75.3524939402465,74.477
2021-12-01,75.25194196,75.4217796,69.66039851,65.0974800799647,74.2233169391035,75.3948
2022-01-01,75.20497939,75.3060941,70.80078097,66.2378625442297,75.3636994033685,74.4075
2022-02-01,75.05914321,75.34130948,71.93883714,67.3759187116582,76.501755570797,74.9695
2022-03-01,75.15705158,75.40516628,72.10940378,67.5464853511453,76.6723222102841,76.1896
2022-04-01,75.10622123,75.42727114,74.09996866,69.5370502289341,78.6628870880728,76.1719
2022-05-01,75.11975623,75.66617497,74.17836681,69.6154483852254,78.7412852443641,77.2933
2022-06-01,75.24372683,76.09194518,75.22772056,70.6648021284039,79.7906389875427,78.09
2022-07-01,75.38891333,76.17009646,76.22184142,71.6589229875361,80.7847598466749,79.5915
2022-08-01,75.3516092,76.60587625,76.55213596,71.9892175293487,81.1150543884874,79.5065
2022-09-01,75.53299172,76.80236178,77.41722487,72.8543064399842,81.9801432991229,80.2538
2022-10-01,75.62268529,76.7969808,77.37554105,72.8126226250505,81.9384594841893,82.2915
2022-11-01,76.28753632,77.13770869,77.25417472,72.6912562871385,81.8170931462772,81.6805
2022-12-01,76.27769454,77.10153497,75.76640076,71.203482331823,80.3293191909618,82.4738
2023-01-01,76.36179188,76.90912167,77.94391925,73.3810008219428,82.5068376810815,81.741
2023-02-01,76.33199056,76.84942005,78.08561124,73.5226928121318,82.6485296712706,82.5995
2023-03-01,76.16422131,76.84129493,77.70022337,73.1373049378721,82.2631417970108,82.2665
2023-04-01,76.34486549,76.95147967,79.28255383,74.7196353990788,83.8454722582176,81.9685
2023-05-01,76.5916521,77.1900226,79.92760807,75.3646896377672,84.490526496906,82.2977
2023-06-01,76.72934847,77.61369769,78.76743846,74.2045200318715,83.3303568910103,82.2252
2023-07-01,77.13445741,77.63634321,79.43705571,74.874137285358,83.9999741444968,82.1565
2023-08-01,77.24635874,78.04184898,80.51285057,75.9499321362248,85.0757689953636,82.8122
2023-09-01,77.17836506,78.2421159,78.50708157,73.9441631408612,83.07,83.07
2023-10-01,77.38495006,78.21682714,80.31139733,75.7484789036008,84.8743157627396,83.2162
