"Date","ARIMAx","BSTSx","NARFIMAx","Interval_L","Interval_U","Observed"
2019-11-01,6.981940607,7.106983294,7.213800052,6.95907907834821,7.46852102657306,7.0199
2019-12-01,6.985749115,7.11542703,7.196782959,6.94206198477605,7.4515039330009,7.0137
2020-01-01,6.98144515,7.090619758,7.130976943,6.87625596900134,7.3856979172262,6.9184
2020-02-01,6.98778391,7.080458896,7.11225319,6.85753221576529,7.36697416399015,6.9967
2020-03-01,6.998503925,7.082385861,7.063051307,6.80833033314912,7.31777228137398,7.0205
2020-04-01,6.997617561,7.064602876,6.982903382,6.72818240818819,7.23762435641305,7.0708
2020-05-01,6.996388695,7.081019279,6.922207583,6.66748660839714,7.176928556622,7.1016
2020-06-01,6.996981249,7.075212352,6.870856102,6.61613512761415,7.125577075839,7.0816
2020-07-01,7.000664816,7.07646467,6.802240238,6.54751926346141,7.05696121168627,7.0041
2020-08-01,7.005780602,7.086823142,6.766117603,6.51139662908835,7.0208385773132,6.927
2020-09-01,7.011463749,7.068840803,6.736854262,6.48213328821592,6.99157523644078,6.8106
2020-10-01,7.01709449,7.065631728,6.688449773,6.43372879840687,6.94317074663172,6.7254
2020-11-01,7.013938568,7.0673514,6.662712677,6.40799170273185,6.91743365095671,6.6029
2020-12-01,7.016262902,7.072274562,6.630464857,6.37574388316584,6.88518583139069,6.5393
2021-01-01,7.014469038,7.045266824,6.590578232,6.33585725787004,6.8452992060949,6.4672
2021-02-01,7.008518692,7.030062142,6.575465823,6.3207448485388,6.83018679676366,6.4601
2021-03-01,7.013349257,7.028895972,6.564027919,6.30930694504827,6.81874889327313,6.5109
2021-04-01,7.011256869,7.011307583,6.555981951,6.30126097737936,6.81070292560421,6.5186
2021-05-01,7.015429607,7.026614821,6.561601109,6.30688013477836,6.81632208300322,6.4321
2021-06-01,7.016796748,7.020999146,6.587375938,6.33265496384277,6.84209691206762,6.425
2021-07-01,7.02418898,7.019991462,6.636688766,6.38196779145432,6.89140973967917,6.4763
2021-08-01,7.0157707,7.028438814,6.664236086,6.40951511199233,6.91895706021718,6.4768
2021-09-01,7.013320334,7.010866843,6.657352612,6.40263163771662,6.91207358594148,6.4563
2021-10-01,7.013437402,7.006437463,6.634823623,6.38010264869403,6.88954459691889,6.4172
2021-11-01,7.012399339,7.004552871,6.637588156,6.38286718209838,6.89230913032324,6.3889
2021-12-01,7.011552587,7.008379084,6.617502415,6.36278144128323,6.87222338950809,6.3693
2022-01-01,7.001072932,6.983052617,6.610320974,6.3556,6.86504194822485,6.3556
2022-02-01,6.998671997,6.968723268,6.621828739,6.36710776465708,6.87654971288193,6.3436
2022-03-01,7.005133028,6.971064101,6.620789464,6.36606849028185,6.87551043850671,6.3446
2022-04-01,7.00379756,6.955366659,6.623820547,6.36909957320679,6.87854152143165,6.431
2022-05-01,7.001878164,6.9698779,6.647274428,6.39255345427083,6.90199540249568,6.699
2022-06-01,6.991865201,6.964337186,6.683494825,6.42877385080966,6.93821579903451,6.6952
2022-07-01,6.996511148,6.967421695,6.70205505,6.44733407557081,6.95677602379566,6.7352
2022-08-01,6.996017018,6.978161091,6.719578082,6.46485710799569,6.97429905622054,6.8007
2022-09-01,6.995103306,6.958979891,6.752143085,6.49742211090625,7.00686405913111,7.0195
2022-10-01,6.987877486,6.955585163,6.799299312,6.54457833819767,7.05402028642252,7.1902
2022-11-01,6.987733827,6.953538375,6.844831451,6.59011047641678,7.09955242464163,7.1812
2022-12-01,6.984083938,6.960377789,6.8994541,6.64473312567153,7.15417507389639,6.9717
2023-01-01,6.990129434,6.934081912,6.932245183,6.67752420910813,7.18696615733298,6.7904
2023-02-01,6.987706559,6.918938108,6.958250865,6.70352989071657,7.21297183894142,6.838
2023-03-01,7.002743168,6.917407873,6.967878627,6.71315765293669,7.22259960116154,6.8909
2023-04-01,7.00544972,6.901527471,6.966505343,6.71178436846995,7.22122631669481,6.8876
2023-05-01,7.000286626,6.916605196,6.956039329,6.70131835445228,7.21076030267713,6.9854
2023-06-01,6.998458025,6.91083953,6.942725743,6.68800476915444,7.19744671737929,7.1614
2023-07-01,6.999189338,6.91246662,6.917305539,6.6625845644649,7.17202651268975,7.1863
2023-08-01,6.998917336,6.923054277,6.904647581,6.6499266069374,7.15936855516225,7.2486
2023-09-01,7.01522962,6.904554853,6.89090533,6.63618435559856,7.14562630382341,7.2979
2023-10-01,7.016589461,6.901747679,6.869133717,6.61441274265156,7.12385469087642,7.3071
