"Date","ARIMAx","BSTSx","NARFIMAx","Interval_L","Interval_U","Observed"
2019-11-01,3.976821615,4.106381927,4.121805715,3.17647398428708,5.06713744665656,4.1558
2019-12-01,3.996114837,4.14601212,4.090105203,3.14477347144758,5.03543693381706,4.1045
2020-01-01,4.004681429,4.101561915,4.118471978,3.17314024727269,5.06380370964217,4.1512
2020-02-01,4.027040688,4.114458338,4.20938358,3.26405184845525,5.15471531082473,4.347
2020-03-01,4.029977604,4.131316583,4.213064239,3.26773250775124,5.15839597012071,4.8862
2020-04-01,4.044264862,4.080072256,4.223915961,3.27858422941731,5.16924769178678,5.3171
2020-05-01,4.044781162,4.126459443,4.284475065,3.33914333424779,5.22980679661727,5.6394
2020-06-01,4.053495877,4.125606408,4.335656086,3.39032435434242,5.2809878167119,5.1884
2020-07-01,4.071150678,4.10012896,4.360280725,3.41494899379181,5.30561245616129,5.2735
2020-08-01,4.10006688,4.17292865,4.499273813,3.5539420814039,5.44460554377338,5.4685
2020-09-01,4.190872865,4.251139811,4.496537055,3.55120532340688,5.44186878577636,5.4
2020-10-01,4.207090361,4.193353132,4.439234972,3.49390324090146,5.38456670327094,5.6253
2020-11-01,4.213339092,4.242292857,4.484863904,3.53953217249349,5.43019563486297,5.4482
2020-12-01,4.208857133,4.281588727,4.478833406,3.5335016748059,5.42416513717538,5.1447
2021-01-01,4.203628021,4.22517547,4.409356443,3.46402471182836,5.35468817419784,5.3673
2021-02-01,4.200617833,4.23445172,4.419025064,3.47369333237276,5.36435679474224,5.4132
2021-03-01,4.210766555,4.252178476,4.459867066,3.51453533432248,5.40519879669196,5.6351
2021-04-01,4.205956546,4.207309926,4.492413327,3.54708159621604,5.43774505858552,5.5686
2021-05-01,4.222824472,4.25305871,4.56191376,3.61658202832006,5.50724549068954,5.2852
2021-06-01,4.243806968,4.265649543,4.756214538,3.81088280634353,5.70154626871301,5.0285
2021-07-01,4.330537695,4.235576599,4.829247066,3.88391533431598,5.77457879668546,5.1611
2021-08-01,4.351123638,4.285963044,4.784629048,3.83929731708426,5.72996077945374,5.2487
2021-09-01,4.333099579,4.373463681,4.812034256,3.86670252531151,5.75736598768099,5.279
2021-10-01,4.317793205,4.302917347,4.846543233,3.90121150226427,5.79187496463375,5.5416
2021-11-01,4.32882708,4.348917494,4.862926771,3.91759503991074,5.80825850228022,5.5668
2021-12-01,4.331140799,4.378680579,4.819023879,3.87369214824515,5.76435561061463,5.6549
2022-01-01,4.334828356,4.331292614,4.744001094,3.79866936277398,5.68933282514346,5.53
2022-02-01,4.288048175,4.338627719,4.725505646,3.78017391493486,5.67083737730434,5.1984
2022-03-01,4.290020788,4.359709852,4.686425506,3.74109377438313,5.63175723675261,4.9764
2022-04-01,4.278261329,4.325019821,4.650142242,3.70481051059277,5.59547397296225,4.7547
2022-05-01,4.278659953,4.365841473,4.650166424,3.70483469240189,5.59549815477136,4.9615
2022-06-01,4.269035973,4.364390929,4.656313507,3.71098177535316,5.60164523772264,5.0477
2022-07-01,4.280940279,4.343438848,4.626838716,3.68150698439624,5.57217044676572,5.3682
2022-08-01,4.294209274,4.409198946,4.627105857,3.68177412565639,5.57243758802587,5.1404
2022-09-01,4.282084003,4.48585235,4.571907174,3.62657544266577,5.51723890503524,5.2436
2022-10-01,4.268200303,4.427579099,4.453117787,3.50778605560704,5.39844951797652,5.2521
2022-11-01,4.289577744,4.47073031,4.392809692,3.44747796033814,5.33814142270762,5.268
2022-12-01,4.278186555,4.508220197,4.300068269,3.35473653763052,5.2454,5.2454
2023-01-01,4.317039937,4.470652543,4.262927201,3.31759546978114,5.20825893215062,5.1922
2023-02-01,4.357985447,4.478763136,4.425607627,3.48027589583713,5.37093935820661,5.1808
2023-03-01,4.377078539,4.498021399,4.507929121,3.56259738963975,5.45326085200923,5.2086
2023-04-01,4.372483679,4.458641568,4.451703077,3.50637134579942,5.3970348081689,5.0215
2023-05-01,4.374217397,4.496295058,4.478664672,3.53333294087544,5.42399640324492,4.9813
2023-06-01,4.378704364,4.495638374,4.532251144,3.58691941238147,5.47758287475095,4.8537
2023-07-01,4.398202603,4.471672355,4.533931259,3.58859952766704,5.47926299003652,4.8005
2023-08-01,4.418195139,4.547289258,4.593558769,3.64822703744489,5.53889049981437,4.9012
2023-09-01,4.462181658,4.63486055,4.688275156,3.74294342524119,5.63360688761067,4.9387
2023-10-01,4.47996361,4.574417434,4.807377892,3.86204616088318,5.75270962325266,5.0559
