"Date","ARIMAx","BSTSx","NARFIMAx","Interval_L","Interval_U","Observed"
2019-11-01,62.51396321,64.47447001,68.75988362,58.3721995882884,79.1475676420782,64.0817
2019-12-01,62.91080343,65.33405604,68.43024853,58.0425645014204,78.8179325552102,61.9057
2020-01-01,63.52527679,66.102931,71.78595783,61.398273802393,82.1736418561828,63.0359
2020-02-01,63.85055128,65.6786626,71.47500475,61.0873207227585,81.8626887765483,66.9909
2020-03-01,63.90370159,65.00102341,72.55430598,62.1666219561834,82.9419900099732,77.7325
2020-04-01,63.86975648,64.74586589,71.85678391,61.4690998865275,82.2444679403173,73.6894
2020-05-01,64.23691381,65.16203898,72.32652861,61.9388445799385,82.7142126337283,70.752
2020-06-01,64.414349,65.02919198,72.01608695,61.6284029253329,82.4037709791227,69.9513
2020-07-01,64.59866476,65.2326518,72.24129832,61.8536142907446,82.6289823445344,73.3633
2020-08-01,65.41909393,66.58478321,72.29524229,61.9075582590582,82.682926312848,74.6382
2020-09-01,65.43762028,66.12131156,72.41285118,62.025167153864,82.8005352076538,79.6845
2020-10-01,65.83159511,66.24663625,72.34110281,61.9534187853864,82.7287868391762,79.3323
2020-11-01,66.29679238,67.14625985,72.67754511,62.2898610863765,83.0652291401663,75.8599
2020-12-01,66.35677652,67.98071222,72.58340263,62.1957186030103,82.9710866568001,73.8757
2021-01-01,66.03448664,68.68911391,72.52112941,62.1334453874225,82.9088134412123,76.2527
2021-02-01,66.40979966,68.07304045,72.55851366,62.1708296319865,82.9461976857763,74.4373
2021-03-01,67.01984485,67.32494342,75.71720299,65.3295189674829,86.1048870212727,75.7023
2021-04-01,66.90354021,67.13113208,74.86688941,64.4792053793264,85.2545734331162,74.3823
2021-05-01,67.13934522,67.57987559,75.24460019,64.8569161606355,85.6322842144254,73.587
2021-06-01,68.20176583,67.55317395,74.68397505,64.2962910208743,85.0716590746641,72.3723
2021-07-01,68.46278509,67.72727856,74.81764508,64.4299610553467,85.2053291091365,73.1388
2021-08-01,68.40090883,69.15079719,74.70873642,64.3210523948796,85.0964204486694,73.5744
2021-09-01,68.85686735,68.6608223,74.74250918,64.3548251561272,85.130193209917,72.7608
2021-10-01,68.3353904,68.72833505,74.55833176,64.1706477328725,84.9460157866623,70.52
2021-11-01,68.85073443,69.51325869,74.54254818,64.1548641570431,84.9302322108329,74.9818
2021-12-01,68.59066143,70.32686288,74.27330465,63.8856206265961,84.6609886803859,74.2926
2022-01-01,68.37255242,71.13718379,74.29655528,63.9088712500435,84.6842393038333,77.8174
2022-02-01,68.34748629,70.51978361,74.03491026,63.6472262296759,84.4225942834657,83.5485
2022-03-01,68.53730149,69.86521471,73.69741597,63.3097319462102,84.0851,84.0851
2022-04-01,68.7400685,69.71855076,73.26594361,62.8782595851529,83.6536276389427,71.0237
2022-05-01,68.87399381,70.09403781,73.04707365,62.6593896231088,83.4347576768986,63.0975
2022-06-01,68.77732036,70.07489085,72.97697803,62.5892940015687,83.3646620553586,51.158
2022-07-01,68.94347068,70.36982098,72.7120165,62.3243324731971,83.0997005269869,61.3101
2022-08-01,69.30923787,71.79555149,72.76327438,62.3755903532903,83.1509584070801,60.3677
2022-09-01,68.86293095,71.32018533,72.09141909,61.70373506503,82.4791031188198,57.413
2022-10-01,68.44456497,71.52874511,71.71290021,61.3252161818291,82.1005842356189,61.5343
2022-11-01,68.91543181,72.26448869,71.36423287,60.976548838616,81.7519168924058,61.0742
2022-12-01,68.48489452,73.2659211,70.96224288,60.5745588547284,81.3499269085182,70.3375
2023-01-01,69.81645309,74.07240731,70.8870532,60.4993691771822,81.274737230972,69.5927
2023-02-01,71.01071856,73.49018882,71.94835569,61.5606716624899,82.3360397162797,75.4323
2023-03-01,71.11939197,72.76144084,71.5032978,61.1156137759058,81.8909818296956,77.0863
2023-04-01,70.64492106,72.7387363,71.38740223,60.9997182069887,81.7750862607785,80.5093
2023-05-01,70.96655374,73.09866717,71.21615721,60.8284731874535,81.6038412412433,80.6872
2023-06-01,71.12876604,73.00061476,71.21964916,60.8319651297909,81.6073331835807,87.0341
2023-07-01,71.34125428,73.17189496,71.14079158,60.7531075541183,81.5284756079081,90.9783
2023-08-01,72.15139471,74.54453835,71.24756678,60.8598827571736,81.6352508109634,95.9283
2023-09-01,72.90070368,74.01202956,70.82017266,60.4324886300843,81.2078566838741,97.4147
2023-10-01,73.23029088,74.15955183,71.37249571,60.9848116856938,81.7601797394836,93.2435
