Date,Naive,AR(2),"ARIMAx(0,1,0)","ARNNx(2,4)","ARFIMAx(0,0.49894,1)",ETS,SETAR,TBATS,GARCH,BSTSx,DeepAR,NBEATSx,NHiTSx,DLinearx,NLinearx,TSMixerx,"NARFIMA(4,1,2,T)"
7/1/2021,7.0961,7.118935435,7.02418898,7.700385053,6.965194567,7.14452789,6.742098884,7.156150697,7.096189319,7.019991462,7.371055989,12.3318773,14.98915294,11.21863665,11.45985988,6.376777621,6.636688766
8/1/2021,7.0961,7.120128114,7.0157707,7.725378974,6.966443265,7.144618046,6.738787689,7.156277187,7.096149703,7.028438814,7.371055989,13.87151169,14.92892171,11.43654169,11.63097193,6.349258846,6.664236086
9/1/2021,7.0961,7.121314506,7.013320334,7.75548393,6.967747612,7.14469017,6.735543579,7.156378379,7.09611012,7.010866843,7.371055989,13.29928281,15.07033129,11.44004702,11.72218583,6.304706786,6.657352612
10/1/2021,7.0961,7.122494645,7.013437402,7.777451676,6.969098596,7.14474787,6.732351757,7.156459333,7.096070572,7.006437463,7.371055989,12.48929807,14.71232238,11.30539023,11.75611505,6.356284867,6.634823623
11/1/2021,7.0961,7.123668565,7.012399339,7.804578196,6.970488542,7.14479403,6.729219288,7.156524096,7.096031057,7.004552871,7.371055989,11.49172651,15.1974585,11.38926698,11.5361762,6.398166212,6.637588156
12/1/2021,7.0961,7.124836296,7.011552587,7.826515822,6.971910881,7.144830958,6.726156454,7.156575906,7.095991575,7.008379084,7.371055989,14.71606835,15.10454604,11.5006058,11.61856758,6.426043167,6.617502415
1/1/2022,7.0961,7.125997873,7.001072932,7.846337361,6.97335997,7.1448605,6.723168888,7.156617354,7.095952127,6.983052617,7.371055989,13.48875583,14.96254296,11.29067886,11.75068396,6.396361188,6.610320974
2/1/2022,7.0961,7.127153328,6.998671997,7.865292635,6.974830942,7.144884134,6.720257108,7.156650513,7.095912713,6.968723268,7.371055989,12.86861016,14.97978985,11.32992186,11.7854785,6.340523525,6.621828739
3/1/2022,7.0961,7.128302693,7.005133028,7.881610065,6.976319584,7.144903041,6.717418802,7.15667704,7.095873332,6.971064101,7.371055989,11.06938923,14.99767613,11.40923244,11.7239642,6.358129482,6.620789464
4/1/2022,7.0961,7.129446,7.00379756,7.899134928,6.977822242,7.144918167,6.714650969,7.156698261,7.095833985,6.955366659,7.371055989,10.49542832,14.6324347,11.24677065,11.7136983,6.426642142,6.623820547
5/1/2022,7.0961,7.13058328,7.001878164,7.917715034,6.979335734,7.144930268,6.711950997,7.156715238,7.095794671,6.9698779,7.371055989,13.20157695,15.00098392,11.52270366,11.63155089,6.299248049,6.647274428
6/1/2022,7.0961,7.131714567,6.991865201,7.939107524,6.980857285,7.144939948,6.709316864,7.15672882,7.09575539,6.964337186,7.371055989,11.95778766,14.77967758,11.40458671,11.73190673,6.374478983,6.683494825
7/1/2022,7.0961,7.132839891,6.996511148,7.958999594,6.982384471,7.144947693,6.70674695,7.156739686,7.095716144,6.967421695,7.371055989,11.48905346,14.68427347,11.46718535,11.82996721,6.247421484,6.70205505
8/1/2022,7.0961,7.133959284,6.996017018,7.981063594,6.983915168,7.144953888,6.704239798,7.156748378,7.09567693,6.978161091,7.371055989,13.93102056,14.5397615,11.4604851,11.82662815,6.418384435,6.719578082
9/1/2022,7.0961,7.135072776,6.995103306,7.995568436,6.985447514,7.144958845,6.701793975,7.156755332,7.09563775,6.958979891,7.371055989,11.27569054,14.65688331,11.54305633,11.6914536,6.372629259,6.752143085
10/1/2022,7.0961,7.1361804,6.987877486,8.003370493,6.986979876,7.14496281,6.69940803,7.156760895,7.095598603,6.955585163,7.371055989,12.26144755,14.57235593,11.37040338,11.92325922,6.390016857,6.799299312
11/1/2022,7.0961,7.137282186,6.987733827,8.015490719,6.988510818,7.144965982,6.697080507,7.156765345,7.09555949,6.953538375,7.371055989,13.89579453,14.61738086,11.3885168,11.9791296,6.350750581,6.844831451
12/1/2022,7.0961,7.138378165,6.984083938,8.017197102,6.990039077,7.14496852,6.694809964,7.156768906,7.09552041,6.960377789,7.371055989,13.87943929,14.46380654,11.81662958,12.07256059,6.335457556,6.8994541
1/1/2023,7.0961,7.139468367,6.990129434,8.033224957,6.991563543,7.14497055,6.692594997,7.156771754,7.095481363,6.934081912,7.371055989,14.50830074,14.4544921,11.68360602,11.97621053,6.324972604,6.932245183
2/1/2023,7.0961,7.140552823,6.987706559,8.049777427,6.99308324,7.144972174,6.690434239,7.156774033,7.095442349,6.918938108,7.371055989,15.47171212,14.39099682,11.72678446,12.18792966,6.353862712,6.958250865
3/1/2023,7.0961,7.141631564,7.002743168,8.0708414,6.99459731,7.144973473,6.688326361,7.156775856,7.095403369,6.917407873,7.371055989,16.89423452,14.33901146,11.89170151,12.17713363,6.296360475,6.967878627
4/1/2023,7.0961,7.142704618,7.00544972,8.075277153,6.996104998,7.144974513,6.686270069,7.156777314,7.095364422,6.901527471,7.371055989,11.87234336,14.47111015,11.79720454,12.18897866,6.413883933,6.966505343
5/1/2023,7.0961,7.143772017,7.000286626,8.083849054,6.997605641,7.144975344,6.684264103,7.156778481,7.095325508,6.916605196,7.371055989,11.35075816,14.46515832,11.83764177,12.19932594,6.400538862,6.956039329
6/1/2023,7.0961,7.14483379,6.998458025,8.093831513,6.99909866,7.14497601,6.682307231,7.156779414,7.095286628,6.91083953,7.371055989,11.72290905,14.30086445,11.9892494,12.27886343,6.307981421,6.942725743
7/1/2023,7.0961,7.145889967,6.999189338,8.103602332,7.000583546,7.144976542,6.680398252,7.156780161,7.09524778,6.91246662,7.371055989,14.9146455,14.43648319,11.82346449,12.10620485,6.291518401,6.917305539
8/1/2023,7.0961,7.146940577,6.998917336,8.122400848,7.002059856,7.144976968,6.678535994,7.156780758,7.095208966,6.923054277,7.371055989,13.44812543,14.41401163,11.85371637,12.2921173,6.316138729,6.904647581
9/1/2023,7.0961,7.14798565,7.01522962,8.143371225,7.003527203,7.144977308,6.676719314,7.156781236,7.095170185,6.904554853,7.371055989,16.09357207,14.45807565,11.77231183,12.15522282,6.366283136,6.89090533
10/1/2023,7.0961,7.149025214,7.016589461,8.158602878,7.004985252,7.144977581,6.674947095,7.156781618,7.095131436,6.901747679,7.371055989,12.62293355,14.27160084,11.75199175,12.15514517,6.379632365,6.869133717
