Date,Naive,AR(2),"ARIMAx(0,1,0)","ARNNx(2,4)","ARFIMAx(0,0.49894,1)",ETS,SETAR,TBATS,GARCH,BSTSx,DeepAR,NBEATSx,NHiTSx,DLinearx,NLinearx,TSMixerx,"NARFIMA(4,1,2,T)"
11/1/2019,7.0961,7.094320912,6.981940607,7.141987663,7.092994609,7.105881301,7.130339527,7.101926832,7.096988753,7.106983294,7.368140622,12.26359297,15.26470121,11.37415569,11.45329391,6.484147047,7.213800052
12/1/2019,7.0961,7.095135297,6.985749115,7.209428141,7.027650655,7.113700711,7.131646807,7.112898094,7.096948458,7.11542703,7.370959298,13.85255703,15.28945233,11.31288365,11.43626885,6.519942825,7.196782959
1/1/2020,7.0961,7.09636995,6.98144515,7.285893292,7.002695702,7.119956252,7.102524808,7.121675104,7.096908197,7.090619758,7.371053171,12.85436079,15.35425314,11.11154521,11.40703875,6.507185852,7.130976943
2/1/2020,7.0961,7.09766785,6.98778391,7.361035742,6.988158994,7.124960695,7.082113112,7.128696713,7.096867971,7.080458896,7.371055908,10.44837722,15.21072582,11.22378868,11.3565742,6.493132749,7.11225319
3/1/2020,7.0961,7.09897037,6.998503925,7.418469219,6.978661398,7.128964258,7.05184801,7.134313999,7.096827778,7.082385861,7.371055987,12.36402088,15.20198543,11.20076744,11.29992962,6.491719856,7.063051307
4/1/2020,7.0961,7.100267908,6.997617561,7.465020431,6.972136287,7.132167114,7.00840204,7.138807829,7.09678762,7.064602876,7.371055989,12.19880312,15.00276574,11.13372058,11.34374434,6.411696455,6.982903382
5/1/2020,7.0961,7.101558916,6.996388695,7.49939162,6.967554194,7.134729405,6.963568981,7.142402892,7.096747495,7.081019279,7.371055989,11.93810185,15.35148597,11.16962922,11.29154077,6.426205937,6.922207583
6/1/2020,7.0961,7.102843171,6.996981249,7.52550222,6.964326208,7.136779241,6.913961849,7.145278943,7.096707405,7.075212352,7.371055989,12.01487102,15.20720157,11.08156633,11.23943818,6.455298196,6.870856102
7/1/2020,7.0961,7.104120665,7.000664816,7.545766175,6.962084489,7.138419114,6.857719865,7.147579784,7.096667349,7.07646467,7.371055989,13.39192737,15.018153,11.1524386,11.20419217,6.428620489,6.802240238
8/1/2020,7.0961,7.105391427,7.005780602,7.567643863,6.960584698,7.139731015,6.79816804,7.149420456,7.096627327,7.086823142,7.371055989,11.49797372,15.24089697,11.21173146,11.32013338,6.471671669,6.766117603
9/1/2020,7.0961,7.106655492,7.011463749,7.580833866,6.959656918,7.140780537,6.770309979,7.150892994,7.096587338,7.068840803,7.371055989,13.06507636,15.32490012,10.96470191,11.15314628,6.442891314,6.736854262
10/1/2020,7.0961,7.107912894,7.01709449,7.589067513,6.959178714,7.141620157,6.762679827,7.152071025,7.096547384,7.065631728,7.371055989,11.4064711,15.15043349,11.22600973,11.27487636,6.465223603,6.688449773
11/1/2020,7.0961,7.109163669,7.013938568,7.604116794,6.959059314,7.142291854,6.764054667,7.153013449,7.096507464,7.0673514,7.371055989,12.86509432,15.07500297,11.05269808,11.27979188,6.443900193,6.662712677
12/1/2020,7.0961,7.110407851,7.016262902,7.616635335,6.959229836,7.142829213,6.765802473,7.153767389,7.096467577,7.072274562,7.371055989,12.47106678,15.09900619,11.2388095,11.40881042,6.473467933,6.630464857
1/1/2021,7.0961,7.111645476,7.014469038,7.61845365,6.959636977,7.143259101,6.764998676,7.15437054,7.096427724,7.045266824,7.371055989,11.78107609,15.0201173,11.12457667,11.42756617,6.347181566,6.590578232
2/1/2021,7.0961,7.112876577,7.008518692,7.627095871,6.96023881,7.143603012,6.761858516,7.154853062,7.096387906,7.030062142,7.371055989,13.22177566,14.73363918,11.22538127,11.41798756,6.436965257,6.575465823
3/1/2021,7.0961,7.11410119,7.013349257,7.640177051,6.961001885,7.143878142,6.757617326,7.155239079,7.096348121,7.028895972,7.371055989,11.84248536,15.24840046,11.08051857,11.3305972,6.408494766,6.564027919
4/1/2021,7.0961,7.115319348,7.011256869,7.650504408,6.961899188,7.144098246,6.753259487,7.155547893,7.09630837,7.011307583,7.371055989,14.103024,14.86446834,11.30876315,11.42884495,6.363749494,6.555981951
5/1/2021,7.0961,7.116531086,7.015429607,7.657385744,6.962908668,7.144274329,6.749219967,7.155794943,7.096268652,7.026614821,7.371055989,13.57512156,15.0251272,11.40131985,11.52288184,6.352857411,6.561601109
6/1/2021,7.0961,7.117736437,7.016796748,7.679878494,6.964012159,7.144415197,6.745538152,7.155992584,7.096228969,7.020999146,7.371055989,12.75593565,15.04227712,11.41716254,11.52798934,6.501573226,6.587375938
