Date,Naive,AR(2),"ARIMAx(0,1,0)","ARNNx(2,4)","ARFIMA(0,0.49603,4)",ETS,SETAR,TBATS,GARCH,BSTSx,DeepAR,NBEATSx,NHiTSx,DLinearx,NLinearx,TSMixerx,"NARFIMA(5,4,1) (skip = T)"
10/1/2023,7.2979,7.308407794,7.117966619,7.342675975,7.30362364,7.334940605,7.296214963,7.326272564,7.281618287,7.321869794,7.243247112,12.20232431,10.65421079,8.426988721,8.182140963,6.814834718,7.306721784
