Date,Naive,AR(2),"ARIMAx(0,1,0)","ARNNx(2,4)","ARFIMAx(0,0.49581,4)",ETS,SETAR,TBATS,GARCH,BSTSx,DeepAR,NBEATSx,NHiTSx,DLinearx,NLinearx,TSMixerx,"NARFIMA(5,4,1,T)"
11/1/2022,7.1902,7.226549696,7.026442939,7.306668775,7.301359443,7.311024155,7.269676292,7.282884074,7.149038908,7.279502337,7.293610098,12.12910028,11.9432225,9.65309491,8.662268379,6.609124898,7.137075885
12/1/2022,7.1902,7.234425539,7.026434958,7.412271454,7.25237049,7.407687528,7.320842219,7.348735532,7.148944922,7.361843306,7.294669161,11.32599934,11.96052639,9.615131439,8.615604451,6.630749401,7.130104873
1/1/2023,7.1902,7.236265805,7.024513749,7.532108083,7.159350198,7.485018227,7.352080675,7.401416767,7.148851003,7.383347923,7.294699171,12.16523412,11.43868948,9.528397025,8.579681518,6.628203464,7.116522478
2/1/2023,7.1902,7.236825819,7.034756753,7.652287511,7.074277784,7.546882785,7.36670415,7.44356181,7.148757149,7.411098713,7.294699946,10.84121856,11.89057697,9.561083911,8.525040421,6.557805611,7.124779631
3/1/2023,7.1902,7.237113377,7.065112815,7.74530109,7.037460386,7.596374432,7.371282786,7.477277888,7.148663362,7.437603722,7.294699966,13.43024874,11.11755923,9.499330919,8.517083327,6.632470057,7.204695284
4/1/2023,7.1902,7.23734207,7.066814406,7.831014198,7.013728667,7.63596775,7.369321778,7.504250785,7.148569641,7.449556684,7.294699966,10.4826359,11.18473288,9.491857961,8.447063386,6.667075433,7.233510977
5/1/2023,7.1902,7.237557171,7.077403978,7.901544922,6.997300055,7.667642404,7.362842968,7.525829131,7.148475986,7.485839715,7.294699966,11.48921915,11.55923602,9.527605354,8.45568738,6.561388042,7.252633991
6/1/2023,7.1902,7.237768281,7.085302257,7.960192427,6.985397548,7.692982127,7.353352791,7.54309183,7.148382397,7.485846774,7.294699966,11.74288301,11.3622947,9.640079833,8.477410482,6.551323549,7.273344429
7/1/2023,7.1902,7.237977442,7.08689463,8.011216633,6.976526548,7.713253906,7.341838192,7.556902007,7.148288874,7.495468477,7.294699966,11.70341541,11.39095989,9.861941887,8.565774531,6.60706615,7.274741428
8/1/2023,7.1902,7.238185096,7.109421423,8.05403482,6.969795703,7.729471329,7.328933774,7.567950163,7.148195416,7.503765576,7.294699966,11.53180868,11.11139286,9.997733013,8.650132469,6.554219382,7.316119383
9/1/2023,7.1902,7.238391342,7.112920842,8.088187155,6.964634375,7.742445268,7.315064014,7.5767887,7.148102025,7.499173417,7.294699966,10.82831448,11.68804,9.990885017,8.691717799,6.540146221,7.353181397
10/1/2023,7.1902,7.238596209,7.11431907,8.11814924,6.960657869,7.752824418,7.300509796,7.583859538,7.1480087,7.500295294,7.294699966,12.41626538,11.34531175,10.04879322,8.732688059,6.609853267,7.377366664
